"X","id","itemTime","trial","RT","number_chosen","number_not_chosen","quantifier","clicked_left","language","comments","engagement","difficulty","time","id_int","time_minutes","quantifier_num","chose_higher","higher","lower"
2888,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513417240,38,1487,329,321,"Half",1,"english",NA,6,4,501355,60,8.35591666666667,4,1,329,321
2889,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513419016,39,1776,329,333,"Half",1,"english",NA,6,4,501355,60,8.35591666666667,4,0,333,329
2890,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513420920,40,1903,329,35,"Half",0,"english",NA,6,4,501355,60,8.35591666666667,4,1,329,35
2891,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513423160,41,2240,209,329,"Half",1,"english",NA,6,4,501355,60,8.35591666666667,4,0,329,209
2892,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513425256,42,2096,209,152,"Half",1,"english",NA,6,4,501355,60,8.35591666666667,4,1,209,152
2893,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513427392,43,2136,209,196,"Half",0,"english",NA,6,4,501355,60,8.35591666666667,4,1,209,196
2894,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513429584,44,2192,209,229,"Half",0,"english",NA,6,4,501355,60,8.35591666666667,4,0,229,209
2895,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513431160,45,1576,209,76,"Half",1,"english",NA,6,4,501355,60,8.35591666666667,4,1,209,76
2896,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513433000,46,1839,209,408,"Half",0,"english",NA,6,4,501355,60,8.35591666666667,4,0,408,209
2897,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513435312,47,2312,209,201,"Half",1,"english",NA,6,4,501355,60,8.35591666666667,4,1,209,201
2898,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513438016,48,2704,188,209,"Half",0,"english",NA,6,4,501355,60,8.35591666666667,4,0,209,188
2899,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513439832,49,1816,188,9,"Half",1,"english",NA,6,4,501355,60,8.35591666666667,4,1,188,9
2900,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513441848,50,2016,188,213,"Half",0,"english",NA,6,4,501355,60,8.35591666666667,4,0,213,188
2911,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513476129,11,2200,372,286,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,372,286
2912,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513478061,12,1932,396,372,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,396,372
2913,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513481625,13,3564,379,396,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,396,379
2914,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513482929,14,1304,379,302,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,379,302
2915,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513485217,15,2288,359,379,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,379,359
2916,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513487017,16,1800,385,359,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,385,359
2917,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513488161,17,1144,385,153,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,385,153
2918,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513489832,18,1671,385,389,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,389,385
2919,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513491369,19,1536,385,220,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,385,220
2920,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513492681,20,1311,397,385,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,385
2921,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513493993,21,1311,397,401,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,0,401,397
2922,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513495353,22,1360,397,308,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,308
2923,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513496769,23,1416,397,379,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,379
2924,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513498017,24,1248,397,54,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,54
2925,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513499464,25,1447,406,397,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,397
2926,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513500552,26,1087,406,97,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,97
2927,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513501943,27,1390,406,305,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,305
2928,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513503041,28,1097,406,412,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,412,406
2929,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513504737,29,1696,406,236,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,236
2930,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513506617,30,1878,406,317,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,317
2931,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513508553,31,1936,406,399,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,399
2932,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513509417,32,864,406,164,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,164
2933,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513510880,33,1463,406,205,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,406,205
2934,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513512497,34,1616,386,406,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,406,386
2935,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513513786,35,1288,386,408,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,0,408,386
2936,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513515243,36,1457,386,177,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,386,177
2937,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513516810,37,1566,404,386,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,404,386
2938,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513518066,38,1255,404,326,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,404,326
2939,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513519577,39,1511,404,398,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,404,398
2940,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513520841,40,1263,397,404,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,404,397
2941,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513521976,41,1135,397,90,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,90
2942,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513523314,42,1338,397,254,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,254
2943,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513524793,43,1479,397,13,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,13
2944,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513526146,44,1351,397,238,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,397,238
2945,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513527577,45,1431,427,397,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,427,397
2946,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513528618,46,1040,427,2,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,427,2
2947,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513530041,47,1423,425,427,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,427,425
2948,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513531345,48,1303,425,218,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,1,425,218
2949,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513533034,49,1689,424,425,"Many",0,"english",NA,6,4,501355,60,8.35591666666667,6,0,425,424
2950,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513535337,50,2303,424,46,"Many",1,"english",NA,6,4,501355,60,8.35591666666667,6,1,424,46
2961,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513653131,11,1743,254,244,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,244
2962,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513654811,12,1680,254,253,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,253
2963,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513656645,13,1833,254,227,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,227
2964,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513658187,14,1542,254,258,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,0,258,254
2965,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513659483,15,1296,254,42,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,42
2966,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513661011,16,1528,254,82,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,82
2967,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513662579,17,1568,254,229,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,229
2968,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513664107,18,1527,254,232,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,232
2969,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513666035,19,1927,254,284,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,0,284,254
2970,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513667355,20,1320,348,254,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,348,254
2971,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513668586,21,1230,348,89,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,348,89
2972,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513670451,22,1863,348,332,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,348,332
2973,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513672403,23,1951,355,348,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,355,348
2974,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513673731,24,1328,355,328,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,355,328
2975,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513675723,25,1992,265,355,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,0,355,265
2976,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513677899,26,2176,290,265,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,290,265
2977,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513679931,27,2031,290,6,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,290,6
2978,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513681851,28,1920,290,307,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,0,307,290
2979,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513683171,29,1320,310,290,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,310,290
2980,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513684563,30,1392,321,310,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,321,310
2981,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513686283,31,1720,321,327,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,0,327,321
2982,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513688059,32,1775,392,321,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,392,321
2983,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513689603,33,1544,392,382,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,392,382
2984,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513691147,34,1544,210,392,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,0,392,210
2985,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513692611,35,1464,210,222,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,0,222,210
2986,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513694163,36,1551,210,210,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,0,210,210
2987,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513695667,37,1504,230,210,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,230,210
2988,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513697123,38,1456,230,4,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,230,4
2989,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513698531,39,1407,254,230,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,230
2990,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513700539,40,2008,254,129,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,129
2991,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513701979,41,1440,254,62,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,254,62
2992,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513703723,42,1744,230,254,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,0,254,230
2993,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513705075,43,1352,255,230,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,255,230
2994,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513706643,44,1568,255,129,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,255,129
2995,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513708307,45,1664,255,249,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,1,255,249
2996,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513710323,46,2016,164,255,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,0,255,164
2997,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513711810,47,1487,164,152,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,164,152
2998,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513713427,48,1616,190,164,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,190,164
2999,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513714963,49,1536,190,23,"About half",0,"english",NA,6,4,501355,60,8.35591666666667,1,1,190,23
3000,"A1BSA7FVVJGZ15:3S4AW7T80CQ0ZUFTIULSDSFCXOW4L2",1484513716747,50,1784,190,190,"About half",1,"english",NA,6,4,501355,60,8.35591666666667,1,0,190,190
3011,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511798962,11,151,336,352,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,352,336
3012,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511799093,12,129,336,363,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,363,336
3013,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511799435,13,339,336,366,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,366,336
3014,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511802095,14,2657,336,191,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,1,336,191
3015,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511803213,15,1113,336,206,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,336,206
3016,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511804027,16,810,336,341,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,341,336
3017,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511804475,17,445,345,336,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,1,345,336
3018,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511804871,18,392,345,369,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,369,345
3019,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511805491,19,617,356,345,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,356,345
3020,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511806194,20,700,356,330,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,356,330
3021,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511806804,21,607,356,367,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,367,356
3022,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511807379,22,573,361,356,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,361,356
3023,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511807826,23,445,361,356,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,361,356
3024,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511808447,24,619,363,361,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,363,361
3025,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511809207,25,757,363,375,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,375,363
3026,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511810151,26,942,389,363,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,1,389,363
3027,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511810646,27,491,327,389,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,389,327
3028,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511811288,28,639,327,333,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,333,327
3029,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511811903,29,612,329,327,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,329,327
3030,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511812311,30,406,329,307,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,1,329,307
3031,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511813705,31,1389,329,98,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,1,329,98
3032,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511815137,32,1431,329,21,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,329,21
3033,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511817277,33,2138,318,329,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,329,318
3034,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511818049,34,771,318,315,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,1,318,315
3035,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511818405,35,354,318,290,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,318,290
3036,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511821169,36,2762,318,421,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,421,318
3037,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511822695,37,1525,302,318,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,318,302
3038,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511827603,38,4907,302,350,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,350,302
3039,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511828047,39,442,302,329,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,329,302
3040,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511831315,40,3265,302,325,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,325,302
3041,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511832560,41,1244,277,302,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,302,277
3042,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511834375,42,1813,276,277,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,277,276
3043,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511835612,43,1235,276,282,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,282,276
3044,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511836991,44,1377,276,279,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,0,279,276
3045,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511838910,45,1917,277,276,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,277,276
3046,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511840978,46,2066,277,164,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,277,164
3047,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511841397,47,409,58,277,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,277,58
3048,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511842395,48,993,58,428,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,428,58
3049,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511843173,49,776,58,60,"Very few",0,"english",NA,7,8,136584,61,2.2764,10,0,60,58
3050,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511844061,50,885,127,58,"Very few",1,"english",NA,7,8,136584,61,2.2764,10,1,127,58
3061,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511859275,11,508,290,292,"The majority",1,"english",NA,7,8,136584,61,2.2764,9,0,292,290
3062,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511859663,12,384,104,290,"The majority",0,"english",NA,7,8,136584,61,2.2764,9,0,290,104
3063,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511860065,13,396,57,104,"The majority",0,"english",NA,7,8,136584,61,2.2764,9,0,104,57
3064,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511860444,14,375,57,48,"The majority",0,"english",NA,7,8,136584,61,2.2764,9,1,57,48
3065,"A1C3F2M4JLKYG1:3VD82FOHKRWB0JV5O172O7VUK6HOCF",1484511860833,15,384,81,57,"The majority",0,"english",NA,7,8,136584,61,2.2764,9,1,81,57
